t,x,y,run,mass_key,paddle_key
0.0,-0.242,1.064,run01,M1,P0
0.1,-0.339,-1.306,run01,M1,P0
0.2,-0.29,-4.595,run01,M1,P0
0.3,-0.193,-6.626,run01,M1,P0
0.4,0.09674,-5.853,run01,M1,P0
0.5,0.242,-2.709,run01,M1,P0
0.601,0.339,0.387,run01,M1,P0
0.701,0.242,1.064,run01,M1,P0
0.801,0.242,-1.209,run01,M1,P0
0.901,0.29,-4.837,run01,M1,P0
1.001,-0.145,-6.917,run01,M1,P0
1.101,-0.193,-5.853,run01,M1,P0
1.201,-0.29,-2.757,run01,M1,P0
1.301,-0.339,0.04837,run01,M1,P0
1.401,-0.29,0.726,run01,M1,P0
1.502,-0.242,-0.58,run01,M1,P0
1.602,-0.145,-3.289,run01,M1,P0
1.702,-0.09674,-5.949,run01,M1,P0
1.802,0.29,-6.578,run01,M1,P0
1.902,0.435,-4.256,run01,M1,P0
2.002,0.29,-0.774,run01,M1,P0
2.102,0.29,1.161,run01,M1,P0
2.202,0.242,-0.09674,run01,M1,P0
2.302,-0.09674,-2.999,run01,M1,P0
2.402,-0.193,-5.949,run01,M1,P0
2.502,-0.242,-6.481,run01,M1,P0
2.603,-0.09674,-4.256,run01,M1,P0
2.703,-0.09674,-1.209,run01,M1,P0
2.803,0.145,0.58,run01,M1,P0
2.903,0.04837,0.29,run01,M1,P0
3.003,0.145,-2.564,run01,M1,P0
3.103,0.242,-5.611,run01,M1,P0
3.203,0.242,-7.062,run01,M1,P0
3.303,0.145,-5.417,run01,M1,P0
3.403,-0.193,-1.645,run01,M1,P0
3.503,-0.193,0.919,run01,M1,P0
3.604,-0.242,0.435,run01,M1,P0
3.704,-0.339,-2.467,run01,M1,P0
3.804,-0.29,-5.417,run01,M1,P0
3.904,-0.242,-6.626,run01,M1,P0
4.004,0.145,-4.934,run01,M1,P0
4.104,0.193,-1.741,run01,M1,P0
4.204,0.339,0.822,run01,M1,P0
4.304,0.339,0.242,run01,M1,P0
4.404,0.435,-2.467,run01,M1,P0
4.505,0.484,-6.046,run01,M1,P0
4.605,0.0,-7.062,run01,M1,P0
4.705,-0.29,-5.079,run01,M1,P0
4.805,-0.532,-1.838,run01,M1,P0
4.905,-0.435,0.58,run01,M1,P0
5.005,-0.435,0.387,run01,M1,P0
5.105,-0.58,-1.983,run01,M1,P0
5.205,-0.29,-4.74,run01,M1,P0
5.305,0.04837,-6.433,run01,M1,P0
5.405,0.387,-5.272,run01,M1,P0
5.505,0.532,-2.322,run01,M1,P0
5.606,0.58,0.435,run01,M1,P0
5.706,0.532,0.532,run01,M1,P0
5.806,0.242,-1.79,run01,M1,P0
5.906,0.29,-4.885,run01,M1,P0
6.006,-0.193,-6.433,run01,M1,P0
6.106,-0.339,-5.224,run01,M1,P0
6.206,-0.58,-2.612,run01,M1,P0
6.306,-0.387,0.0,run01,M1,P0
6.406,-0.242,0.629,run01,M1,P0
6.506,-0.04837,-1.016,run01,M1,P0
6.607,0.09674,-3.869,run01,M1,P0
6.707,0.193,-6.336,run01,M1,P0
6.807,0.242,-6.191,run01,M1,P0
6.907,0.193,-3.579,run01,M1,P0
7.007,0.09674,-0.29,run01,M1,P0
7.107,-0.09674,0.822,run01,M1,P0
7.207,-0.193,-0.629,run01,M1,P0
7.307,-0.387,-3.918,run01,M1,P0
7.407,-0.339,-6.24,run01,M1,P0
7.508,-0.339,-5.901,run01,M1,P0
7.608,0.145,-3.289,run01,M1,P0
7.708,0.29,-0.387,run01,M1,P0
7.808,0.387,0.871,run01,M1,P0
7.908,0.435,-0.532,run01,M1,P0
8.008,0.58,-3.773,run01,M1,P0
8.108,0.29,-6.481,run01,M1,P0
8.208,0.145,-6.53,run01,M1,P0
8.308,-0.242,-3.918,run01,M1,P0
8.408,-0.387,-0.484,run01,M1,P0
8.508,-0.677,0.774,run01,M1,P0
8.609,-0.532,-0.484,run01,M1,P0
8.709,-0.484,-3.483,run01,M1,P0
8.809,-0.242,-5.804,run01,M1,P0
8.909,0.09674,-6.143,run01,M1,P0
9.009,0.58,-4.063,run01,M1,P0
9.109,0.629,-0.726,run01,M1,P0
9.209,0.629,0.726,run01,M1,P0
9.309,0.58,-0.484,run01,M1,P0
9.409,0.629,-3.386,run01,M1,P0
9.509,0.09674,-5.998,run01,M1,P0
9.61,-0.04837,-6.24,run01,M1,P0
9.71,-0.629,-4.16,run01,M1,P0
9.81,-0.387,-1.064,run01,M1,P0
9.91,-0.387,0.58,run01,M1,P0
10.01,-0.29,-0.145,run01,M1,P0
10.11,-0.145,-2.612,run01,M1,P0
10.21,0.193,-5.175,run01,M1,P0
10.31,0.387,-6.336,run01,M1,P0
10.41,0.484,-4.692,run01,M1,P0
10.511,0.532,-1.741,run01,M1,P0
10.611,0.242,0.339,run01,M1,P0
10.711,0.09674,0.09674,run01,M1,P0
10.811,-0.04837,-2.564,run01,M1,P0
10.911,-0.242,-5.321,run01,M1,P0
11.011,-0.29,-6.24,run01,M1,P0
11.111,-0.193,-4.74,run01,M1,P0
11.211,-0.04837,-1.79,run01,M1,P0
11.311,0.09674,0.29,run01,M1,P0
11.411,0.29,0.09674,run01,M1,P0
11.511,0.387,-2.177,run01,M1,P0
11.612,0.484,-5.175,run01,M1,P0
11.712,0.339,-6.578,run01,M1,P0
11.812,-0.04837,-5.079,run01,M1,P0
11.912,-0.435,-2.128,run01,M1,P0
12.012,-0.484,0.532,run01,M1,P0
12.112,-0.629,0.484,run01,M1,P0
12.212,-0.532,-1.838,run01,M1,P0
12.312,-0.484,-4.837,run01,M1,P0
12.412,-0.145,-6.288,run01,M1,P0
12.512,0.29,-5.079,run01,M1,P0
12.613,0.532,-2.322,run01,M1,P0
12.713,0.58,0.435,run01,M1,P0
12.813,0.58,0.387,run01,M1,P0
12.913,0.677,-1.935,run01,M1,P0
13.013,0.58,-5.175,run01,M1,P0
13.113,-0.193,-6.578,run01,M1,P0
13.213,-0.435,-5.514,run01,M1,P0
13.313,-0.677,-2.37,run01,M1,P0
13.413,-0.726,0.145,run01,M1,P0
13.514,-0.58,0.629,run01,M1,P0
13.614,-0.387,-1.499,run01,M1,P0
13.714,-0.242,-4.45,run01,M1,P0
13.814,0.09674,-6.336,run01,M1,P0
13.914,0.339,-5.611,run01,M1,P0
14.014,0.629,-2.902,run01,M1,P0
14.114,0.435,0.0,run01,M1,P0
14.214,0.29,0.58,run01,M1,P0
14.314,0.0,-1.306,run01,M1,P0
14.414,-0.145,-4.498,run01,M1,P0
14.514,-0.435,-6.24,run01,M1,P0
14.615,-0.339,-5.466,run01,M1,P0
14.715,-0.242,-2.854,run01,M1,P0
14.815,-0.04837,-0.29,run01,M1,P0
14.915,0.04837,0.532,run01,M1,P0
15.015,0.09674,-0.919,run01,M1,P0
15.115,0.339,-3.676,run01,M1,P0
15.215,0.435,-6.046,run01,M1,P0
15.315,0.339,-6.094,run01,M1,P0
15.415,-0.04837,-3.676,run01,M1,P0
15.515,-0.145,-0.726,run01,M1,P0
15.616,-0.29,0.629,run01,M1,P0
15.716,-0.435,-0.871,run01,M1,P0
15.816,-0.629,-3.628,run01,M1,P0
15.916,-0.484,-5.998,run01,M1,P0
16.016,-0.09674,-5.804,run01,M1,P0
16.116,0.29,-3.434,run01,M1,P0
16.216,0.435,-0.58,run01,M1,P0
16.316,0.58,0.58,run01,M1,P0
16.416,0.435,-0.58,run01,M1,P0
16.517,0.629,-3.676,run01,M1,P0
16.617,0.145,-6.336,run01,M1,P0
16.717,-0.145,-6.288,run01,M1,P0
16.817,-0.532,-3.676,run01,M1,P0
16.917,-0.532,-0.822,run01,M1,P0
17.017,-0.532,0.58,run01,M1,P0
17.117,-0.629,-0.532,run01,M1,P0
17.217,-0.484,-3.241,run01,M1,P0
17.317,-0.242,-5.611,run01,M1,P0
17.417,0.242,-5.998,run01,M1,P0
17.517,0.629,-3.918,run01,M1,P0
17.618,0.677,-1.064,run01,M1,P0
17.718,0.629,0.58,run01,M1,P0
17.818,0.484,-0.484,run01,M1,P0
17.918,0.242,-3.337,run01,M1,P0
18.018,-0.193,-5.853,run01,M1,P0
18.118,-0.435,-6.046,run01,M1,P0
18.218,-0.387,-4.015,run01,M1,P0
18.318,-0.339,-1.112,run01,M1,P0
18.418,0.0,0.339,run01,M1,P0
18.518,-0.09674,-0.339,run01,M1,P0
18.619,0.193,-2.66,run01,M1,P0
18.719,0.339,-5.562,run01,M1,P0
18.819,0.387,-6.288,run01,M1,P0
18.919,0.242,-4.643,run01,M1,P0
19.019,-0.09674,-1.645,run01,M1,P0
19.119,-0.193,0.387,run01,M1,P0
19.219,-0.387,-0.242,run01,M1,P0
19.319,-0.58,-2.757,run01,M1,P0
19.419,-0.484,-5.369,run01,M1,P0
19.52,-0.193,-6.046,run01,M1,P0
19.62,0.145,-4.498,run01,M1,P0
19.72,0.387,-1.838,run01,M1,P0
19.82,0.435,0.145,run01,M1,P0
19.92,0.387,0.04837,run01,M1,P0
20.02,0.532,-2.322,run01,M1,P0
20.12,0.484,-5.272,run01,M1,P0
20.22,0.04837,-6.433,run01,M1,P0
20.32,-0.387,-4.837,run01,M1,P0
20.42,-0.677,-1.838,run01,M1,P0
20.52,-0.629,0.339,run01,M1,P0
20.621,-0.629,0.145,run01,M1,P0
20.721,-0.484,-2.177,run01,M1,P0
20.821,-0.29,-4.982,run01,M1,P0
20.921,0.09674,-6.046,run01,M1,P0
21.021,0.387,-4.74,run01,M1,P0
21.121,0.532,-1.935,run01,M1,P0
21.221,0.532,0.193,run01,M1,P0
21.321,0.484,0.09674,run01,M1,P0
21.421,0.242,-2.225,run01,M1,P0
21.521,0.0,-5.224,run01,M1,P0
21.622,-0.29,-6.385,run01,M1,P0
21.722,-0.484,-4.934,run01,M1,P0
21.822,-0.435,-2.128,run01,M1,P0
21.922,-0.29,0.145,run01,M1,P0
22.022,-0.242,0.04837,run01,M1,P0
22.122,-0.145,-1.983,run01,M1,P0
22.222,0.145,-4.498,run01,M1,P0
22.322,0.242,-6.046,run01,M1,P0
22.422,0.339,-5.224,run01,M1,P0
22.523,0.193,-2.564,run01,M1,P0
22.623,-0.04837,0.04837,run01,M1,P0
22.723,-0.145,0.242,run01,M1,P0
22.823,-0.29,-1.838,run01,M1,P0
22.923,-0.435,-4.74,run01,M1,P0
23.023,-0.193,-5.949,run01,M1,P0
23.123,-0.09674,-5.03,run01,M1,P0
23.223,0.145,-2.564,run01,M1,P0
23.323,0.339,-0.387,run01,M1,P0
23.423,0.387,0.145,run01,M1,P0
23.523,0.387,-1.451,run01,M1,P0
23.624,0.484,-4.256,run01,M1,P0
23.724,0.193,-6.191,run01,M1,P0
23.824,-0.04837,-5.611,run01,M1,P0
23.924,-0.387,-3.144,run01,M1,P0
24.024,-0.387,-0.58,run01,M1,P0
24.124,-0.435,0.387,run01,M1,P0
24.224,-0.629,-1.403,run01,M1,P0
24.324,-0.29,-4.208,run01,M1,P0
24.424,0.0,-5.853,run01,M1,P0
24.524,0.339,-5.321,run01,M1,P0
24.625,0.484,-3.047,run01,M1,P0
24.725,0.58,-0.484,run01,M1,P0
24.825,0.387,0.435,run01,M1,P0
24.925,0.29,-1.306,run01,M1,P0
25.025,0.09674,-4.305,run01,M1,P0
25.125,-0.09674,-6.191,run01,M1,P0
25.225,-0.242,-5.562,run01,M1,P0
25.325,-0.435,-3.096,run01,M1,P0
25.425,-0.29,-0.629,run01,M1,P0
25.526,-0.145,0.145,run01,M1,P0
25.626,-0.04837,-1.209,run01,M1,P0
25.726,0.145,-3.773,run01,M1,P0
25.826,0.242,-5.804,run01,M1,P0
25.926,0.339,-5.369,run01,M1,P0
26.026,0.242,-3.289,run01,M1,P0
26.126,0.09674,-0.629,run01,M1,P0
26.226,-0.09674,0.29,run01,M1,P0
26.326,-0.193,-1.306,run01,M1,P0
26.426,-0.339,-3.918,run01,M1,P0
26.526,-0.339,-5.853,run01,M1,P0
26.627,-0.09674,-5.611,run01,M1,P0
26.727,0.0,-3.337,run01,M1,P0
26.827,0.09674,-0.822,run01,M1,P0
26.927,0.242,0.242,run01,M1,P0
27.027,0.339,-0.967,run01,M1,P0
27.127,0.387,-3.483,run01,M1,P0
27.227,0.193,-5.659,run01,M1,P0
27.327,0.0,-6.046,run01,M1,P0
27.427,-0.339,-3.724,run01,M1,P0
27.527,-0.435,-1.016,run01,M1,P0
27.628,-0.339,0.29,run01,M1,P0
27.728,-0.435,-0.726,run01,M1,P0
27.828,-0.29,-3.531,run01,M1,P0
27.928,-0.09674,-5.466,run01,M1,P0
28.028,0.09674,-5.611,run01,M1,P0
28.128,0.387,-3.869,run01,M1,P0
28.228,0.435,-1.064,run01,M1,P0
28.328,0.387,0.242,run01,M1,P0
28.428,0.193,-0.919,run01,M1,P0
28.529,0.29,-3.434,run01,M1,P0
28.629,-0.145,-5.804,run01,M1,P0
28.729,-0.339,-5.998,run01,M1,P0
28.829,-0.387,-3.821,run01,M1,P0
28.929,-0.387,-1.258,run01,M1,P0
29.029,-0.242,0.193,run01,M1,P0
29.129,-0.193,-0.677,run01,M1,P0
29.229,-0.04837,-3.144,run01,M1,P0
29.329,0.242,-5.127,run01,M1,P0
29.429,0.193,-5.853,run01,M1,P0
29.529,0.193,-4.015,run01,M1,P0
29.63,0.04837,-1.403,run01,M1,P0
29.73,0.0,0.09674,run01,M1,P0
29.83,-0.193,-0.629,run01,M1,P0
29.93,-0.387,-3.144,run01,M1,P0
30.03,-0.339,-5.611,run01,M1,P0
30.13,-0.242,-5.949,run01,M1,P0
30.23,-0.04837,-3.966,run01,M1,P0
30.33,0.145,-1.403,run01,M1,P0
30.43,0.193,-0.04837,run01,M1,P0
30.53,0.29,-0.387,run01,M1,P0
30.631,0.339,-2.66,run01,M1,P0
30.731,0.435,-5.03,run01,M1,P0
30.831,0.04837,-6.046,run01,M1,P0
30.931,-0.193,-4.498,run01,M1,P0
31.031,-0.435,-1.693,run01,M1,P0
31.131,-0.435,0.0,run01,M1,P0
31.231,-0.387,-0.387,run01,M1,P0
31.331,-0.484,-2.854,run01,M1,P0
31.431,-0.193,-5.224,run01,M1,P0
31.532,-0.04837,-5.853,run01,M1,P0
31.632,0.242,-4.256,run01,M1,P0
31.732,0.387,-1.741,run01,M1,P0
31.832,0.387,0.0,run01,M1,P0
31.932,0.242,-0.242,run01,M1,P0
32.032,0.193,-2.612,run01,M1,P0
32.132,0.0,-5.321,run01,M1,P0
32.232,-0.29,-6.143,run01,M1,P0
32.332,-0.339,-4.837,run01,M1,P0
32.432,-0.242,-1.935,run01,M1,P0
32.532,-0.193,-0.04837,run01,M1,P0
32.633,-0.145,-0.339,run01,M1,P0
32.733,-0.04837,-2.467,run01,M1,P0
32.833,0.04837,-4.837,run01,M1,P0
32.933,0.04837,-5.949,run01,M1,P0
33.033,0.193,-4.643,run01,M1,P0
33.133,0.0,-2.031,run01,M1,P0
33.233,-0.04837,-0.04837,run01,M1,P0
33.333,-0.09674,-0.339,run01,M1,P0
33.433,-0.242,-2.709,run01,M1,P0
33.533,-0.242,-5.079,run01,M1,P0
33.634,-0.242,-6.046,run01,M1,P0
33.734,-0.04837,-4.643,run01,M1,P0
33.834,0.145,-2.031,run01,M1,P0
33.934,0.242,-0.145,run01,M1,P0
34.034,0.242,-0.145,run01,M1,P0
34.134,0.387,-2.08,run01,M1,P0
34.234,0.242,-4.643,run01,M1,P0
34.334,0.04837,-5.998,run01,M1,P0
34.434,-0.193,-4.982,run01,M1,P0
34.535,-0.387,-2.418,run01,M1,P0
34.635,-0.29,-0.484,run01,M1,P0
34.735,-0.29,-0.09674,run01,M1,P0
34.835,-0.387,-2.128,run01,M1,P0
0.601,0.213,-7.831,run02,M1,P2
0.701,0.101,-7.18,run02,M1,P2
0.801,-0.123,-4.016,run02,M1,P2
0.901,-0.213,0.0,run02,M1,P2
1.001,-0.236,1.66,run02,M1,P2
1.101,-0.325,-0.02244,run02,M1,P2
1.201,-0.213,-3.478,run02,M1,P2
1.301,-0.303,-6.574,run02,M1,P2
1.401,-0.03366,-6.866,run02,M1,P2
1.502,0.07853,-4.196,run02,M1,P2
1.602,0.236,-0.359,run02,M1,P2
1.702,0.258,1.593,run02,M1,P2
1.802,0.191,0.404,run02,M1,P2
1.902,0.415,-3.366,run02,M1,P2
2.002,0.325,-6.798,run02,M1,P2
2.102,-0.07853,-7.135,run02,M1,P2
2.202,-0.325,-4.196,run02,M1,P2
2.302,-0.55,-0.83,run02,M1,P2
2.402,-0.55,1.212,run02,M1,P2
2.502,-0.617,0.494,run02,M1,P2
2.603,-0.752,-2.266,run02,M1,P2
2.703,-0.415,-5.475,run02,M1,P2
2.803,-0.101,-6.821,run02,M1,P2
2.903,0.303,-5.228,run02,M1,P2
3.003,0.438,-1.593,run02,M1,P2
3.103,0.415,1.032,run02,M1,P2
3.203,0.415,0.83,run02,M1,P2
3.303,0.393,-2.019,run02,M1,P2
3.403,0.191,-5.52,run02,M1,P2
3.503,-0.191,-6.843,run02,M1,P2
3.604,-0.46,-5.362,run02,M1,P2
3.704,-0.639,-2.333,run02,M1,P2
3.804,-0.527,0.404,run02,M1,P2
3.904,-0.505,0.987,run02,M1,P2
4.004,-0.438,-0.92,run02,M1,P2
4.104,-0.213,-4.173,run02,M1,P2
4.204,0.101,-6.798,run02,M1,P2
4.304,0.325,-6.574,run02,M1,P2
4.404,0.28,-3.41,run02,M1,P2
4.505,0.123,0.02244,run02,M1,P2
4.605,0.05609,1.324,run02,M1,P2
4.705,-0.101,-0.471,run02,M1,P2
4.805,-0.213,-4.061,run02,M1,P2
4.905,-0.28,-6.507,run02,M1,P2
5.005,-0.303,-6.35,run02,M1,P2
5.105,-0.28,-3.523,run02,M1,P2
5.205,-0.05609,-0.404,run02,M1,P2
5.305,-0.101,1.234,run02,M1,P2
5.405,-0.03366,-0.224,run02,M1,P2
5.505,0.213,-3.657,run02,M1,P2
5.606,0.191,-6.664,run02,M1,P2
5.706,0.01122,-7.068,run02,M1,P2
5.806,-0.213,-4.308,run02,M1,P2
5.906,-0.482,-0.628,run02,M1,P2
6.006,-0.482,1.369,run02,M1,P2
6.106,-0.595,-0.157,run02,M1,P2
6.206,-0.595,-3.41,run02,M1,P2
6.306,-0.415,-6.282,run02,M1,P2
6.406,-0.168,-6.641,run02,M1,P2
6.506,0.101,-4.218,run02,M1,P2
6.607,0.393,-0.83,run02,M1,P2
6.707,0.415,1.279,run02,M1,P2
6.807,0.348,-0.02244,run02,M1,P2
6.907,0.55,-3.321,run02,M1,P2
7.007,0.348,-6.395,run02,M1,P2
7.107,-0.05609,-6.843,run02,M1,P2
7.207,-0.617,-4.42,run02,M1,P2
7.307,-0.752,-0.897,run02,M1,P2
7.407,-0.662,1.055,run02,M1,P2
7.508,-0.752,0.381,run02,M1,P2
7.608,-0.841,-2.603,run02,M1,P2
7.708,-0.572,-5.497,run02,M1,P2
7.808,0.03366,-6.664,run02,M1,P2
7.908,0.505,-4.981,run02,M1,P2
8.008,0.684,-1.638,run02,M1,P2
8.108,0.662,0.92,run02,M1,P2
8.208,0.415,0.404,run02,M1,P2
8.308,0.415,-2.558,run02,M1,P2
8.408,0.168,-5.766,run02,M1,P2
8.508,-0.28,-6.754,run02,M1,P2
8.609,-0.617,-5.003,run02,M1,P2
8.709,-0.684,-1.773,run02,M1,P2
8.809,-0.572,0.561,run02,M1,P2
8.909,-0.46,0.494,run02,M1,P2
9.009,-0.37,-1.615,run02,M1,P2
9.109,-0.191,-4.667,run02,M1,P2
9.209,0.236,-6.664,run02,M1,P2
9.309,0.415,-5.744,run02,M1,P2
9.409,0.482,-2.558,run02,M1,P2
9.509,0.348,0.381,run02,M1,P2
9.61,0.05609,0.83,run02,M1,P2
9.71,-0.03366,-1.279,run02,M1,P2
9.81,-0.191,-4.6,run02,M1,P2
9.91,-0.348,-6.484,run02,M1,P2
10.01,-0.236,-5.564,run02,M1,P2
10.11,-0.07853,-2.715,run02,M1,P2
10.21,0.123,0.06731,run02,M1,P2
10.31,0.123,0.875,run02,M1,P2
10.41,0.236,-0.942,run02,M1,P2
10.511,0.46,-4.241,run02,M1,P2
10.611,0.37,-6.664,run02,M1,P2
10.711,0.258,-6.35,run02,M1,P2
10.811,-0.07853,-3.41,run02,M1,P2
10.911,-0.213,-0.247,run02,M1,P2
11.011,-0.348,0.942,run02,M1,P2
11.111,-0.46,-0.808,run02,M1,P2
11.211,-0.527,-4.039,run02,M1,P2
11.311,-0.303,-6.305,run02,M1,P2
11.411,0.05609,-6.036,run02,M1,P2
11.511,0.527,-3.612,run02,M1,P2
11.612,0.752,-0.449,run02,M1,P2
11.712,0.707,0.875,run02,M1,P2
11.812,0.797,-0.74,run02,M1,P2
11.912,0.864,-3.904,run02,M1,P2
12.012,0.325,-6.507,run02,M1,P2
12.112,-0.05609,-6.395,run02,M1,P2
12.212,-0.572,-3.769,run02,M1,P2
12.312,-0.595,-0.785,run02,M1,P2
12.412,-0.505,0.74,run02,M1,P2
12.512,-0.527,-0.494,run02,M1,P2
12.613,-0.46,-3.41,run02,M1,P2
12.713,-0.101,-5.923,run02,M1,P2
12.813,0.348,-6.395,run02,M1,P2
12.913,0.707,-4.285,run02,M1,P2
13.013,0.797,-1.032,run02,M1,P2
13.113,0.595,0.785,run02,M1,P2
13.213,0.482,-0.135,run02,M1,P2
13.313,0.37,-3.253,run02,M1,P2
13.413,-0.01122,-5.991,run02,M1,P2
13.514,-0.303,-6.35,run02,M1,P2
13.614,-0.438,-4.241,run02,M1,P2
13.714,-0.37,-1.369,run02,M1,P2
13.814,-0.258,0.673,run02,M1,P2
13.914,-0.146,-0.04487,run02,M1,P2
14.014,0.07853,-2.625,run02,M1,P2
14.114,0.303,-5.43,run02,M1,P2
14.214,0.415,-6.529,run02,M1,P2
14.314,0.348,-4.936,run02,M1,P2
14.414,0.123,-1.93,run02,M1,P2
14.514,0.03366,0.494,run02,M1,P2
14.615,-0.168,0.157,run02,M1,P2
14.715,-0.348,-2.513,run02,M1,P2
14.815,-0.393,-5.318,run02,M1,P2
14.915,-0.146,-6.395,run02,M1,P2
15.015,0.05609,-4.757,run02,M1,P2
15.115,0.303,-1.93,run02,M1,P2
15.215,0.415,0.314,run02,M1,P2
15.315,0.415,0.292,run02,M1,P2
15.415,0.595,-2.064,run02,M1,P2
15.515,0.595,-5.273,run02,M1,P2
15.616,0.303,-6.641,run02,M1,P2
15.716,-0.191,-5.475,run02,M1,P2
15.816,-0.505,-2.244,run02,M1,P2
15.916,-0.595,0.247,run02,M1,P2
16.016,-0.572,0.314,run02,M1,P2
16.116,-0.639,-1.84,run02,M1,P2
16.216,-0.325,-4.734,run02,M1,P2
16.316,0.03366,-6.215,run02,M1,P2
16.416,0.303,-5.25,run02,M1,P2
16.517,0.617,-2.423,run02,M1,P2
16.617,0.55,0.02244,run02,M1,P2
16.717,0.55,0.494,run02,M1,P2
16.817,0.482,-1.728,run02,M1,P2
16.917,0.28,-4.846,run02,M1,P2
17.017,-0.101,-6.484,run02,M1,P2
17.117,-0.46,-5.43,run02,M1,P2
17.217,-0.617,-2.648,run02,M1,P2
17.317,-0.55,-0.08975,run02,M1,P2
17.417,-0.415,0.426,run02,M1,P2
17.517,-0.258,-1.346,run02,M1,P2
17.618,0.01122,-4.196,run02,M1,P2
17.718,0.236,-6.125,run02,M1,P2
17.818,0.348,-5.789,run02,M1,P2
17.918,0.258,-3.096,run02,M1,P2
18.018,0.07853,-0.314,run02,M1,P2
18.118,-0.07853,0.471,run02,M1,P2
18.218,-0.213,-1.144,run02,M1,P2
18.318,-0.37,-4.285,run02,M1,P2
18.418,-0.348,-6.215,run02,M1,P2
18.518,-0.303,-5.677,run02,M1,P2
18.619,-0.101,-3.096,run02,M1,P2
18.719,0.05609,-0.494,run02,M1,P2
18.819,0.123,0.449,run02,M1,P2
18.919,0.213,-0.897,run02,M1,P2
19.019,0.438,-3.657,run02,M1,P2
19.119,0.325,-6.013,run02,M1,P2
19.219,0.146,-6.08,run02,M1,P2
19.319,-0.213,-3.747,run02,M1,P2
19.419,-0.505,-0.853,run02,M1,P2
19.52,-0.639,0.494,run02,M1,P2
19.62,-0.617,-0.628,run02,M1,P2
19.72,-0.595,-3.433,run02,M1,P2
19.82,-0.28,-5.811,run02,M1,P2
19.92,0.05609,-5.811,run02,M1,P2
20.02,0.37,-3.702,run02,M1,P2
20.12,0.46,-0.965,run02,M1,P2
20.22,0.438,0.426,run02,M1,P2
20.32,0.415,-0.538,run02,M1,P2
20.42,0.348,-3.321,run02,M1,P2
20.52,0.01122,-5.879,run02,M1,P2
20.621,-0.236,-6.17,run02,M1,P2
20.721,-0.55,-3.949,run02,M1,P2
20.821,-0.572,-1.055,run02,M1,P2
20.921,-0.438,0.449,run02,M1,P2
21.021,-0.46,-0.359,run02,M1,P2
21.121,-0.213,-2.872,run02,M1,P2
21.221,-0.03366,-5.564,run02,M1,P2
21.321,0.303,-6.08,run02,M1,P2
21.421,0.325,-4.218,run02,M1,P2
21.521,0.213,-1.481,run02,M1,P2
21.622,0.01122,0.337,run02,M1,P2
21.722,0.03366,-0.269,run02,M1,P2
21.822,-0.168,-2.962,run02,M1,P2
21.922,-0.37,-5.564,run02,M1,P2
22.022,-0.303,-6.26,run02,M1,P2
22.122,-0.28,-4.173,run02,M1,P2
22.222,-0.07853,-1.526,run02,M1,P2
22.322,0.07853,0.202,run02,M1,P2
22.422,0.07853,-0.179,run02,M1,P2
22.523,0.258,-2.378,run02,M1,P2
22.623,0.303,-5.071,run02,M1,P2
22.723,0.191,-6.237,run02,M1,P2
22.823,-0.07853,-4.824,run02,M1,P2
22.923,-0.348,-1.93,run02,M1,P2
23.023,-0.46,0.179,run02,M1,P2
23.123,-0.572,-0.06731,run02,M1,P2
23.223,-0.617,-2.221,run02,M1,P2
23.323,-0.37,-5.003,run02,M1,P2
23.423,-0.01122,-6.103,run02,M1,P2
23.523,0.236,-4.712,run02,M1,P2
23.624,0.37,-2.132,run02,M1,P2
23.724,0.393,0.02244,run02,M1,P2
23.824,0.348,-0.02244,run02,M1,P2
23.924,0.325,-2.042,run02,M1,P2
24.024,0.236,-4.824,run02,M1,P2
24.124,-0.03366,-6.282,run02,M1,P2
24.224,-0.348,-5.25,run02,M1,P2
24.324,-0.572,-2.266,run02,M1,P2
24.424,-0.482,-0.179,run02,M1,P2
24.524,-0.348,0.135,run02,M1,P2
24.625,-0.213,-1.75,run02,M1,P2
24.725,-0.01122,-4.398,run02,M1,P2
24.825,0.236,-6.058,run02,M1,P2
24.925,0.393,-5.183,run02,M1,P2
25.025,0.28,-2.558,run02,M1,P2
25.125,0.07853,-0.292,run02,M1,P2
25.225,-0.01122,0.135,run02,M1,P2
25.325,-0.168,-1.705,run02,M1,P2
25.425,-0.303,-4.622,run02,M1,P2
25.526,-0.236,-6.193,run02,M1,P2
25.626,-0.213,-5.25,run02,M1,P2
25.726,-0.168,-2.625,run02,M1,P2
25.826,0.03366,-0.381,run02,M1,P2
25.926,0.05609,0.112,run02,M1,P2
26.026,0.168,-1.369,run02,M1,P2
26.126,0.325,-3.971,run02,M1,P2
26.226,0.258,-5.856,run02,M1,P2
26.326,-0.01122,-5.497,run02,M1,P2
26.426,-0.236,-3.119,run02,M1,P2
26.526,-0.438,-0.538,run02,M1,P2
26.627,-0.482,0.247,run02,M1,P2
26.727,-0.527,-1.256,run02,M1,P2
26.827,-0.37,-3.994,run02,M1,P2
26.927,-0.168,-5.811,run02,M1,P2
27.027,0.05609,-5.407,run02,M1,P2
27.127,0.236,-3.119,run02,M1,P2
27.227,0.28,-0.651,run02,M1,P2
27.327,0.28,0.179,run02,M1,P2
27.427,0.258,-0.942,run02,M1,P2
27.527,0.191,-3.657,run02,M1,P2
27.628,0.05609,-5.811,run02,M1,P2
